id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.0015934467315673827,0.0004730340957172082,0.12320005893707275,0.002136735865001558,auto,1,-1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 1, 'weights': 'uniform'}",0.5714285714285714,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.730769230769231,0.11348515040478137,141,0.5777777777777777,0.6458333333333333,0.6458333333333333,0.7333333333333334,0.7916666666666667,0.6458333333333333,0.775,0.9375,0.9285714285714286,0.8,0.7481349206349207,0.11591405693057386,141,0.5714285714285714,0.6428571428571428,0.6428571428571428,0.7142857142857142,0.7857142857142857,0.6428571428571428,0.7619047619047619,0.9166666666666667,0.9285714285714286,0.7142857142857143,0.7321428571428571,0.11259286920143455,151,0.5625,0.641025641025641,0.641025641025641,0.7083333333333333,0.7846153846153845,0.641025641025641,0.7636363636363636,0.9212121212121211,0.923076923076923,0.6749999999999999,0.7261451048951048,0.11537175593059869,151
1,0.0021090984344482424,0.0008589031003069,0.1211470603942871,0.002305279583384527,auto,1,-1,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 1, 'weights': 'distance'}",0.5714285714285714,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.730769230769231,0.11348515040478137,141,0.5777777777777777,0.6458333333333333,0.6458333333333333,0.7333333333333334,0.7916666666666667,0.6458333333333333,0.775,0.9375,0.9285714285714286,0.8,0.7481349206349207,0.11591405693057386,141,0.5714285714285714,0.6428571428571428,0.6428571428571428,0.7142857142857142,0.7857142857142857,0.6428571428571428,0.7619047619047619,0.9166666666666667,0.9285714285714286,0.7142857142857143,0.7321428571428571,0.11259286920143455,151,0.5625,0.641025641025641,0.641025641025641,0.7083333333333333,0.7846153846153845,0.641025641025641,0.7636363636363636,0.9212121212121211,0.923076923076923,0.6749999999999999,0.7261451048951048,0.11537175593059869,151
2,0.0013762235641479493,0.00029357898155546263,0.11654925346374512,0.0028035927368873434,auto,1,-1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 2, 'weights': 'uniform'}",0.5,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.6923076923076923,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.7021978021978023,0.13071381224826373,191,0.5,0.7333333333333334,0.6458333333333333,0.6458333333333333,0.6458333333333333,0.5777777777777777,0.8,0.9285714285714286,0.9285714285714286,0.8333333333333333,0.7239087301587301,0.13834838848627698,191,0.5,0.7142857142857142,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.5714285714285714,0.7142857142857143,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.7071428571428571,0.13343958351621005,191,0.4759358288770053,0.7083333333333333,0.641025641025641,0.641025641025641,0.641025641025641,0.5625,0.6749999999999999,0.923076923076923,0.923076923076923,0.7636363636363637,0.6954636295077471,0.13550269358878195,191
3,0.0013212919235229491,0.0003188747814407292,0.11819944381713868,0.003509730447827348,auto,1,-1,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 2, 'weights': 'distance'}",0.5714285714285714,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.730769230769231,0.11348515040478137,141,0.5777777777777777,0.6458333333333333,0.6458333333333333,0.7333333333333334,0.7916666666666667,0.6458333333333333,0.775,0.9375,0.9285714285714286,0.8,0.7481349206349207,0.11591405693057386,141,0.5714285714285714,0.6428571428571428,0.6428571428571428,0.7142857142857142,0.7857142857142857,0.6428571428571428,0.7619047619047619,0.9166666666666667,0.9285714285714286,0.7142857142857143,0.7321428571428571,0.11259286920143455,151,0.5625,0.641025641025641,0.641025641025641,0.7083333333333333,0.7846153846153845,0.641025641025641,0.7636363636363636,0.9212121212121211,0.923076923076923,0.6749999999999999,0.7261451048951048,0.11537175593059869,151
4,0.001235651969909668,9.543535972407573e-05,0.11659185886383057,0.00237586483426776,auto,1,-1,3,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 3, 'weights': 'uniform'}",0.5714285714285714,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.7857142857142857,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.7214285714285714,0.08958066245085847,181,0.5777777777777777,0.7916666666666667,0.7142857142857143,0.7333333333333334,0.6458333333333333,0.7916666666666667,0.6190476190476191,0.8452380952380952,0.875,0.8,0.7393849206349207,0.09420919288376016,181,0.5714285714285714,0.7857142857142857,0.7142857142857143,0.7142857142857142,0.6428571428571428,0.7857142857142857,0.6190476190476191,0.8452380952380952,0.8571428571428572,0.7142857142857143,0.7250000000000001,0.09010733081031555,181,0.5625,0.7846153846153845,0.7142857142857143,0.7083333333333333,0.641025641025641,0.7846153846153845,0.6153846153846153,0.8452380952380952,0.8452380952380951,0.6749999999999999,0.7176236263736262,0.09156654825075076,181
5,0.0013204574584960937,0.00018633412433739937,0.11534881591796875,0.0014035644688270758,auto,1,-1,3,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 3, 'weights': 'distance'}",0.6428571428571429,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7692307692307693,0.9230769230769231,0.8461538461538461,0.6923076923076923,0.7516483516483516,0.07792905780875341,121,0.6458333333333333,0.7916666666666667,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.7333333333333334,0.775,0.9375,0.875,0.8,0.7720238095238096,0.0804668563197693,111,0.6428571428571428,0.7857142857142857,0.7142857142857143,0.7142857142857142,0.7142857142857143,0.7142857142857142,0.7619047619047619,0.9166666666666667,0.8571428571428572,0.7142857142857143,0.7535714285714286,0.07642263736049544,121,0.641025641025641,0.7846153846153845,0.7142857142857143,0.7083333333333333,0.7142857142857143,0.7083333333333333,0.7636363636363636,0.9212121212121211,0.8452380952380951,0.6749999999999999,0.7475965700965699,0.07951977696842442,121
6,0.001611638069152832,0.00044029678996753135,0.12114262580871582,0.004033901641073314,auto,1,-1,5,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 5, 'weights': 'uniform'}",0.6428571428571429,0.7857142857142857,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.8571428571428571,0.6923076923076923,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.7291208791208791,0.08914147266844342,171,0.6458333333333333,0.7916666666666667,0.6458333333333333,0.6458333333333333,0.6458333333333333,0.8571428571428571,0.7125,0.8452380952380952,0.875,0.8,0.7464880952380952,0.0922478675957538,171,0.6428571428571428,0.7857142857142857,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.8571428571428571,0.7023809523809523,0.8452380952380952,0.8571428571428572,0.7142857142857143,0.7333333333333333,0.08943638081425216,141,0.641025641025641,0.7846153846153845,0.641025641025641,0.641025641025641,0.641025641025641,0.8571428571428571,0.6904761904761905,0.8452380952380952,0.8452380952380951,0.6749999999999999,0.7261813186813186,0.09045155499828307,141
7,0.0013553857803344726,0.0003817739086041469,0.11693377494812011,0.0012794387423621211,auto,1,-1,5,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 5, 'weights': 'distance'}",0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9285714285714286,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.7873626373626373,0.07441150997858192,31,0.7916666666666667,0.7916666666666667,0.7142857142857143,0.7333333333333334,0.7142857142857143,0.9375,0.8452380952380952,0.8452380952380952,0.875,0.8,0.8048214285714288,0.0690427184221492,11,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7142857142857142,0.7142857142857143,0.9285714285714286,0.8452380952380952,0.8452380952380952,0.8571428571428572,0.7142857142857143,0.7904761904761904,0.07264831572567791,31,0.7846153846153845,0.7846153846153845,0.7142857142857143,0.7083333333333333,0.7142857142857143,0.9282051282051282,0.8452380952380952,0.8452380952380952,0.8452380952380951,0.6749999999999999,0.7845054945054943,0.07705208743770474,31
8,0.001152372360229492,0.00019876272729228042,0.11929616928100586,0.0029864114772583587,auto,1,-1,10,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 10, 'weights': 'uniform'}",0.7142857142857143,0.7142857142857143,0.6428571428571429,0.5714285714285714,0.7142857142857143,0.7857142857142857,0.5384615384615384,0.8461538461538461,1.0,0.9230769230769231,0.7450549450549451,0.13952582420936196,131,0.7333333333333334,0.8181818181818181,0.6458333333333333,0.5777777777777777,0.7142857142857143,0.85,0.5833333333333333,0.8452380952380952,1.0,0.9285714285714286,0.7696554834054834,0.13567817951660824,131,0.7142857142857142,0.7142857142857143,0.6428571428571428,0.5714285714285714,0.7142857142857143,0.7857142857142857,0.5595238095238095,0.8452380952380952,1.0,0.9285714285714286,0.7476190476190476,0.13716848305556265,131,0.7083333333333333,0.6888888888888889,0.641025641025641,0.5625,0.7142857142857143,0.7754010695187166,0.5125,0.8452380952380952,1.0,0.923076923076923,0.7371249665367312,0.14515425094793027,131
9,0.0011857986450195313,0.00010294743077532389,0.12041373252868652,0.003896888550941136,auto,1,-1,10,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 10, 'weights': 'distance'}",0.7857142857142857,0.6428571428571429,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.7593406593406594,0.09886446207861523,101,0.7916666666666667,0.675,0.7142857142857143,0.5777777777777777,0.7142857142857143,0.8888888888888888,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.8333333333333333,0.7742857142857142,0.10071453587970983,101,0.7857142857142857,0.6428571428571428,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428572,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.7857142857142857,0.761904761904762,0.10002834065523813,101,0.7846153846153845,0.6256684491978609,0.7142857142857143,0.5625,0.7142857142857143,0.8541666666666667,0.7692307692307692,0.8452380952380952,0.923076923076923,0.7636363636363637,0.7556704080233493,0.10221285532789741,101
10,0.0011308431625366212,0.00010833129741785001,0.11841442584991455,0.0051130301155046425,auto,1,-1,20,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 20, 'weights': 'uniform'}",0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.7598901098901099,0.10320460004220156,91,0.7333333333333334,0.8888888888888888,0.7142857142857143,0.5777777777777777,0.6458333333333333,0.7333333333333334,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.875,0.7716071428571428,0.10682398353094687,121,0.7142857142857142,0.8571428571428572,0.7142857142857143,0.5714285714285714,0.6428571428571428,0.7142857142857142,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.8571428571428572,0.7619047619047619,0.10500512891047596,111,0.7083333333333333,0.8541666666666667,0.7142857142857143,0.5625,0.641025641025641,0.7083333333333333,0.7692307692307692,0.8452380952380952,0.923076923076923,0.8452380952380951,0.7571428571428571,0.10515983884503216,91
11,0.0012527942657470704,0.00016950914448401672,0.11645994186401368,0.003035899582282505,auto,1,-1,20,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 20, 'weights': 'distance'}",0.7142857142857143,0.9285714285714286,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.7664835164835165,0.10300549318660217,81,0.7333333333333334,0.9375,0.7142857142857143,0.5777777777777777,0.7333333333333334,0.7333333333333334,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.8333333333333333,0.7810515873015873,0.10283626032688885,81,0.7142857142857142,0.9285714285714286,0.7142857142857143,0.5714285714285714,0.7142857142857142,0.7142857142857142,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.7857142857142857,0.7690476190476191,0.10394704739496705,81,0.7083333333333333,0.9282051282051282,0.7142857142857143,0.5625,0.7083333333333333,0.7083333333333333,0.7692307692307692,0.8452380952380952,0.923076923076923,0.7636363636363637,0.7631172993672994,0.10547900967201651,81
12,0.0011282920837402343,0.00018653657537553476,0.1145674467086792,0.002753581323631468,auto,1,-1,25,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 25, 'weights': 'uniform'}",0.7142857142857143,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.7741758241758242,0.10081931000026172,71,0.7333333333333334,0.9375,0.7142857142857143,0.6458333333333333,0.6458333333333333,0.7333333333333334,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.875,0.7832738095238095,0.1023558420203342,71,0.7142857142857142,0.9285714285714286,0.7142857142857143,0.6428571428571428,0.6428571428571428,0.7142857142857142,0.7738095238095238,0.8452380952380952,0.9285714285714286,0.8571428571428572,0.7761904761904763,0.10238095238095243,71,0.7083333333333333,0.9282051282051282,0.7142857142857143,0.641025641025641,0.641025641025641,0.7083333333333333,0.7692307692307692,0.8452380952380952,0.923076923076923,0.8452380952380951,0.7723992673992675,0.10183534923029398,71
